pair_ID	data	sentence_A_En	sentence_B_En	entailment_label_En	relatedness_score_En	corr_entailment_labelAB_En	corr_entailment_labelBA_En	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	relatedness_score_Ja	image_ID	original_caption	semtag_short	semtag_long
630								男性が駐車場の中にいて、大きな壁に向かってテニスをしている	男性が駐車場の中にいて、友人に向かってテニスをしている	neutral					
365								男性がその下に雲がある岩山の頂上に立っている	誰かが山の頂上に立っている	entailment					
2006								男性がバイオリンを梱包している	男性がバイオリンを弾いている	neutral					
2560								ジャガイモを切っている女性は一人もいない	女性がジャガイモを切っている	contradiction					
4493								男の子が座席に座っている	幼児が腰を下ろしている	neutral					
2764								女性が鍋の中の何かを油で炒めている	そのギターは男性に弾かれている	neutral					
2666								女性がニンジンを薄切りにしていない	女性がジャガイモを切っている	neutral					
3247								茶色の犬たちは砂浜でじゃれあって喧嘩をしている	茶色の犬たちは砂浜でじゃれあって喧嘩をしている	entailment					
2291								男性がじっと立っている	男性がダンスをしている	neutral					
1910								子猫が青いロープで作られたおもちゃで遊んでいる	子猫はおもちゃで遊んでいる	entailment					
1913								男性がロープの橋の上で立ち止まっている	男性がロープの橋をゆっくり歩いて渡っている	neutral					
2436								ジェット機が飛んでいない	ジェット機が飛んでいる	contradiction					
3823								子供がプールの水中でふざけて泳いでいる	子供がプールの水中で泳いでいる	entailment					
345								青と白のユニフォームを着ていて白と青の帽子をかぶった女性は口を開けたままにしていて、同じファッションの服装をしている他の人たちの近くにいる	女性が、白いベストと白い縁なし帽子と一緒に青いシャツを着ていて、しゃべりながら行進している	neutral					
4535								赤と茶色の犬は自分の鼻をホリデーギフトバッグの中に突っ込んでいる	犬は自分の頭を赤と緑のギフトバッグの中に入れている	neutral					
743								草原で走っている犬は一匹もいない	濃い黒色の犬と薄い茶色の犬が裏庭で遊んでいる	neutral					
1801								タマネギを薄切りにしている女性は一人もいない	女性がタマネギを薄切りにしている	contradiction					
3699								群衆はフットボールの試合を観ている	群衆はフットボールの試合を観ていない	contradiction					
1646								トラが目的もなく歩き回っている	トラが目的もなく歩き回っている	entailment					
2480								男性と女性が一緒に走っていて手をつないでいる	男性と女性が一緒に立っていて手をつないでいる	neutral					
4325								シャツを着ていない男性がフットボールをつかんでいる	フットボールがシャツを着ていない男性につかまれている	entailment					
2287								ある人が波の中でジェットスキーに乗っている	シードゥーが女性に乗られている	neutral					
3042								男性がボウルの縁を拭っている	ボウルの縁を拭っている男性は一人もいない	contradiction					
3900								青い服を着た幼い女の子が地面の上でジャンプしている	青いレオタードを着た幼い女の子が地面の上でジャンプしている	neutral					
4076								四人のアスリートが混雑したスタジアムの中である男性と一緒にいる	四人のアスリートが混雑したスタジアムの中である女性と一緒にいる	neutral					
1548								タマネギの近くにいる人には切り傷がある	ある人がタマネギを切っている	neutral					
4261								男性が公園のポーチの上でスケートボードの芸をしている	男性がスケートボードに乗って芸をしている	entailment					
534								コスチュームを着た人々が森の中で集まって、同じ方向を見ている	小さな女の子がコスチュームを着た男性を見ている	neutral					
1459								男性はジャガイモを薄切りにしている	女性がジャガイモの皮をむいている	neutral					
737								女性が座っていて、滝を見ている	ロック歌手が、灰色の滝の上にいる男性の絵を前面にあしらったＴシャツを持って座っている	neutral					
4630								茶色と白の動物が歩道でジャンプしている	小さな茶色と白の犬が歩道で走っている	neutral					
4401								小さな女の子がティーからボールを打っている	ピンク色のシャツを着た小さな女の子がＴボールをしていて、スイングしている	neutral					
1575								女性はトマトを薄切りにしている	ある人がトマトを切っている	entailment					
2327								ジャイアントパンダはその丸太の上で横たわっている	可愛いパンダが横たわっていない	neutral					
2196								馬が男性に小川の中で乗られている	男性が馬に乗っている	entailment					
1508								シリアルを食べている男性は一人もいない	男性がボウル一杯のシリアルをむさぼるように食べている	contradiction					
4088								コートの床の上にバスケットボール選手は一人もおらず、誰もボールをつかんでいない	二人のバスケットボール選手がコートでボールを奪い合っている	contradiction					
43								女性が男性にキスされている	男性にキスされている女性は一人もいない	contradiction					
3297								そのグループの人々は岩の出っ張りの上に座っていて、眺めの良い景色が彼らの背後にある	そのグループの人々は岩の出っ張りの上に座っておらず、眺めの良い景色が彼らの背後にある	contradiction					
283								女性がそのフルートを吹いている	男性がフルートを吹いている	neutral					
4607								女性がカラフルなシャツとたくさんの宝石を身に着けている	インドの服を着て手にヘンナを着けている男性が書類作成をしている	neutral					
3180								二人の男性が喧嘩をしている	男性は運動をしている	neutral					
4705								三人の女性が金網の壁の近くで一緒に座っている	三人の女性が村で座っている	neutral					
1729								ある人が調理用のオイルの鍋をきれいに洗っている	ある人がオリーブオイルをストーブの上の鍋に注ぎ込んでいる	neutral					
4425								三人の児童が丘を走り下りている	三人の児童が草の多い山腹を走り上がっている	neutral					
4251								馬が競走している	走路で競争している犬は一匹もいない	neutral					
4231								二匹の犬が中で遊んでいる	二匹の茶色と白の犬が木の前にある草で覆われたエリアで喧嘩をしている	neutral					
1761								女性は卵を料理している	女性は何かを料理している	entailment					
4005								サーファーが大きな波に乗っている	サーファーは大きな波に乗っている	entailment					
4426								黒とオレンジ色の鳥が芝生の上で立っている	黒とオレンジ色の鳥が草地に立っている	entailment					
1185								男性が植物を植えている	男性が木を拾い上げている	neutral					
4791								オレンジ色のライダーがオートバイの後輪走行をしている	黄色のスポーツバイクに乗った男性が後輪走行をしていて、白いバイクに乗った仲間が追い上げている	neutral					
2401								年を取った女性が男性と握手をしている	男性と女性が握手をしていない	contradiction					
2929								赤ちゃんがギターを弾いてない	小さな男の子が歌いながらそのギターを弾いている	neutral					
1051								空腹の女性が食事をしている	女性が卵を混ぜ合わせている	neutral					
3199								帽子をかぶった男性が店の中を歩いている	カウボーイハットをかぶった男性はマーケットの中を歩いておらず、片手をポケットに入れていない	neutral					
1061								男性がダンスをしている	男性が庭で歩いている	neutral					
4022								緑色のヘッドバンドを着けたテニス選手がボールを打っている	緑色のヘッドバンドを着けたテニス選手がボールを打ちそこなっている	contradiction					
590								三人のアジア人の子供たちがダンスをしていて、一人の男性が見ている	三人のアジア人の子供たちがダンスをしていて、見ている男性は一人もいない	contradiction					
1599								男性がオートバイに乗って町を走り抜けている	男性がオートバイから降りている	contradiction					
4815								女の子はカバーオールを青く塗っている	婦人はその画家の画架の隣で絵筆を持っている	neutral					
4565								二匹の犬が岩で出来ている海辺で遊んでいる	黒い犬が小石の多い海辺で金色の犬に近づいている	neutral					
1356								女性が慎重に化粧をしている	バンドは歌っていない	neutral					
858								フットボールをしていて芝生に転んでいる小さな子供は一人もいない	その小さな子供はフットボールをしていて芝生に転んでいる	contradiction					
2044								女性がニンニクを片付けている	女性はニンニクをさいの目に切っている	neutral					
3010								馬が女の子に乗られている	女の子が馬に乗っている	entailment					
684								女性が傾斜路で自転車を使って芸をしている	女性が自転車でジャンプをしている	neutral					
4947								ホームレスの男性が標識を掲げていて、お金を懇願している	猫はミルクをむさぼるように飲んでいる	neutral					
2720								タマネギが切り刻まれている	ある人がハリネズミを抱いている	neutral					
4749								猫が田舎で空中に高くジャンプしている	犬が田舎で空中に高くジャンプしている	neutral					
3204								白い鳥の近くにある土地に水が勢いよく引かれている	白い鳥が水場に勢いよく降りている	neutral					
3824								子供がプールの水中で泳いでいる	子供がプールの水面で泳いでいる	neutral					
290								トラの子供がボールで遊んでいる	赤ちゃんが人形で遊んでいる	neutral					
24								女性がサーフィンをして波に乗っている	ブロンドの女の子が波を見ている	neutral					
1614								女性はダンスをしている	婦人はダンスをしている	neutral					
1012								女性がいくつかの卵を割って容器に入れている	女性が材料をボウルに加えている	neutral					
1760								女性は何かを料理していない	女性が卵を料理している	contradiction					
2312								ある人が人物の絵を描いている	その人は絵を描いている	entailment					
528								コスチュームを着た人々が森の中で集まって、同じ方向を見ている	マスクをした人々が森の中で同じ方向を見ている	neutral					
1538								ある人がカメラのレンズを釘にぶつけている	カメラがその男性により釘に打ちつけられている	neutral					
2837								犬が店のカウンターを見ている	周囲を見回している犬は一匹もいない	neutral					
1330								男性がギターを片付けている	ある人が歌いながらギターを弾いている	neutral					
2437								犬がやかましく吠えている	ジェット機が飛んでいる	neutral					
1316								男性が大きな一片のパンからバターを取り除いている	男性が一片の大きなパンにバターを塗っている	contradiction					
3284								水着を着た男の子と女の子が腕浮輪を着けている	水着を着た男の子と女の子が腕用の浮輪を着けている	entailment					
69								男性がラジオでしゃべっている	男性が唾を吐いている	neutral					
4239								犬は乾いた砂地を走り抜けている	犬が海辺で走っている	neutral					
1142								三人の男性が壁から飛び降りている	三人の若い男性が自動販売機の近くで走り、跳び、蹴っている	neutral					
4177								青い服を着た女の子はジャージに番号の付いた走者を追いかけている	青い服を着た男性がミットの中に黄色のボールを持っている	neutral					
2276								女性がカンガルーの赤ちゃんを持ち上げている	女性はカンガルーの赤ちゃんを持ち上げていない	contradiction					
1470								女性は二つの卵を割ってガラスで作られたボウルに入れている	女性が卵を割ってボウルの中に入れている	entailment					
1395								男性はギターを練習している	その人はギターを練習している	neutral					
3340								黒い犬が草地でうろついていて、舌を出して走っている	黒い犬が草地で走っている	entailment					
4969								ジーンズをはいた女性が馬の鞍に座っている	ピアノを弾いている男性は一人もいない	neutral					
2282								タイルが男性に両手で割られている	男性が木の板を両手で割っている	neutral					
388								傘の下の男の子が、青いコートを着ている父親に抱きしめられている	男の子は青いコートを着ていて、傘の下の父親に抱きしめられている	neutral					
429								人々のグループが品評会のスタンドにスタンドに集まっていない	その人々はカーニバルで立っている	neutral					
3495								何人かの人々が美しい雪の多い風景の雪の中を歩いている	四人の人が深い雪の中に立っていて、太陽が昇っている	neutral					
769								海で泳いでいる子供が、その男性の近くで、コインをプールの中に放り込んでいる	父親がその娘をスイミングプールの水の中に入れている	neutral					
4736								黒と白の犬は屋外で走っている	黒と白の犬が屋外で走っている	entailment					
3764								茶色と白の犬がテニスボールを口にくわえて空中にジャンプしている	ボールが空中で犬にキャッチされている	neutral					
3527								子供たちのグループがカラフルである構造物の上で遊んでいる	子供たちのグループがカラフルな構造物の上で遊んでいる	entailment					
572								子供が野球のボールを打ちそこなっている	家族が、野球のボールを打っている小さな男の子を見ている	neutral					
2542								男性がバイオリンを弾いている	バイオリンを弾いている男性は一人もいない	contradiction					
3708								一人の東洋人の男性と二人の女性がカメラの方を向いている	一緒に立っていてカメラを見ている人々のグループはいない	neutral					
3677								明るい色の服を着た子供が両腕を外に広げて立っている	明るい色の服を着た子供が腕組みをして立っている	neutral					
1127								男性がギターを弾いている	ミュージシャンがキーボードを弾いている	neutral					
1954								女性はいくつかのパンとポークカツを刻んでいる	女性はパン粉のついたポークチョップを油で炒めている	neutral					
2632								犬の尻尾を引っぱっている猿は一匹もいない	猿が犬の尻尾を引っぱっている	contradiction					
2568								ある人がパワードリルで板きれに穴を開けている	ある人がドリルで板きれに穴を作っている	entailment					
4029								何匹かの犬が川の中で遊んでいる	何匹かの犬が小川の中で遊んでいる	neutral					
4234								男性が草地の上に座っていて、水のボトルから飲んでいる	男性が芝生の上に座っていて、水のボトルから飲んでいる	neutral					
3332								警察官が疲れ切った様子でオートバイに跨がっている	警官は警察のバイクに跨がっている	neutral					
2408								飛行機が離陸している	航空機が離陸している	entailment					
241								ギターを弾いている男性は一人もいない	男性がギターを弾いている	contradiction					
1965								男性が屋根の上でダンスをしている	一流のバイオリン奏者が、ある人の上方の屋根の上に立っている	neutral					
3277								二人の人が水場の近くを歩いている	二人の人が海の中に立っていて、夕暮れをじっと見ている	neutral					
704								水を拭きかける鉄砲を持った子供が笑っていて、他の男の子たちに撃たれている	子供が水鉄砲を持っている	entailment					
2154								男の子がカレンダーを見ている	男の子がカレンダーを裁断している	neutral					
3798								三人の男性が遠方の大きな緑の丘を見つめている	三人の男性が遠方を見つめている	entailment					
3555								二つの椅子に座っている二人の人がしゃべっている	二つの椅子に座っている二人の人が読書をしている	neutral					
2919								男性は鶏肉を容器に入れている	男性がいくらかの食べ物を箱に入れている	neutral					
2645								男性がジャガイモを切っていない	男性がジャガイモを切っている	contradiction					
1306								豆腐が女性に薄切りにされている	豆腐が女性に薄切りにされていない	contradiction					
3490								蜂が黄色の花から飛び去っている	小さい蜂が一房の黄色の花の上に降りている	neutral					
772								立身出世を狙う野心家が、一人の男性をロープで崖に縛り付けている	一人の男性がロープで崖を登っている	neutral					
2901								婦人はジャガイモの皮をむいている	女性がジャガイモの皮をむいている	entailment					
1924								卵が女性にゆでられている	女性が二つの卵を水の入った鍋の中に置いている	neutral					
1279								男の子は幸せそうにピアノを弾いていない	男の子が幸せそうにピアノを弾いている	contradiction					
3907								男の子は小さくて、顔に微笑を浮かべて緑色のトンネルの中で座っている	縞模様のシャツを着た幼少の男の子が緑色のチューブから滑り出てきている	neutral					
4846								犬が草地で走っていて、ボールを追いかけている	茶色と白の犬が汚れた野原で汚れたテニスボールをキャッチしている	neutral					
3367								ピンク色のシャツを着た幼い女の子は砂漠の木の下で走っている	女の子がピンク色のシャツを持って走っていて、ジーンズは着ていない	neutral					
1527								男の子がギターを弾いている	子供がギターを弾いている	neutral					
1016								ジャガイモを薄切りにしている女性は一人もいない	女性がジャガイモを薄切りにしている	contradiction					
3794								男性が青いチェックのシャツを着ていて、街路で一輪車に乗っている	男性が街路でシャツを着ずに立っている	neutral					
556								男性が野原で座っている	男性が野原で走っている	contradiction					
3094								男性は草地の上でゲームをしている	草地の上でゲームをしている男性は一人もいない	contradiction					
331								蜂が黄色の花にしがみついている	一房の黄色の花の上に降りている小さい蜂は一匹もいない	neutral					
3803								二人の子供が像の上で遊んでいる	何人かの子供が像の上で遊んでいる	entailment					
1299								その人はオレンジ色のトウガラシをさいの目に切っている	オレンジ色をしたサイコロがトウガラシを勝ち取るために料理人によって投げられている	neutral					
1432								白い自動車がその男性に運転されている	インタビューがその男性により許可されている	neutral					
581								赤く塗られたヘルメットをかぶった男性が青いバイクに乗って道路を通っている	赤いヘルメットをかぶったモーターサイクリストが青いバイクに乗って道路を通っている	neutral					
4025								男性がやぶの中でしゃがんでいて、写真を撮っている	やぶの中でしゃがんでいて写真を撮っている男性は一人もいない	contradiction					
54								女性が髪を櫛でとかしている	髪を櫛でとかしている女性は一人もいない	contradiction					
2493								医師はその患者を助けていない	医師たちは男性を回復させている	neutral					
2732								犬が引き出しを開けていて、中に潜り込んでいる	猫が引き出しを開けていて、中に潜り込んでいる	neutral					
3304								アジア人の女の子のグループが彼女たちだけで立っている	二人の女の子が笑っていて、他の女の子たちは彼女たちを見ている	neutral					
2724								女性が馬に乗っている	女性が何かを油で炒めている	neutral					
3224								小さな子供は水の中を歩いて渡っていて、別の人に案内されている	小さな子供は水の中を歩いて渡っておらず、別の人に導かれていない	contradiction					
2028								男性が考えている	考えている男性は一人もいない	contradiction					
3292								ライダーがサーファーに手を振っている	黄色のシャツを着た女性がピンク色のサーブボードでサーフィンをしている	neutral					
4087								バスケットボール選手がコートの床の上にいて、別の選手がボールをつかんでいる	バスケットボール選手がコートの床の上にいて、ボールが別の選手につかまれている	entailment					
4608								インドの服を着て手にヘンナを着けている女の子が書類作成をしている	女性はカラフルなシャツとたくさんの宝石を身に着けている	neutral					
3608								二匹の犬が海辺で遊んでいる	海辺に沿って走っていてジャンプしている白い犬は一匹もいない	neutral					
2092								女性が不器用に肉を鍋に入れている	女性が肉を鍋に入れている	entailment					
4726								二匹の犬が走っていて、サッカーボールをキャッチしようとしている	二匹の犬が走っていて、ボールをキャッチしようとしている	entailment					
4283								黒人の男性が大きな都市にある店の近くを歩いている	黒人の男性が大きな都市にあるビルの近くを歩いている	neutral					
2490								医師たちは男性を治療している	医師たちは男性を回復させている	neutral					
1535								ある人がカメラのレンズを釘にぶつけている	カメラのレンズを釘にぶつけている人は一人もいない	contradiction					
2102								四人の若い男性がじっと立っていて、車が彼らの後ろで爆発している	四人の若い男性が激怒していて、彼らの後ろで車が静止している	neutral					
1290								チータが野原で獲物に引き離されている	チーターが獲物の後ろをすばやく走っている	neutral					
1712								女性はエレキギターを弾いている	男性がアコースティックギターを弾いている	neutral					
2319								ピザを食べている男性は一人もいない	男性がいくらかの食物を食べている	neutral					
2802								トランプの手品をしている男性は一人もいない	男性が水遊びをしている	neutral					
1662								男性が裸であり、じっと立っている	ヘルメットをかぶった男性がダンスをしている	neutral					
1451								猫はミルクをむさぼるように飲んでいる	ひとなめのミルクソースがその猫に与えられている	neutral					
1605								男性がダンスをしている	男性が話している	neutral					
4478								白い口ひげの生えた男性がバルコニーに座っていて、下の道路を見ている	男性がバルコニーの出っ張りに寄りかかっている	neutral					
3244								ジーンズをはいた女性が馬の鞍に座っている	ジーンズをはいている人が馬の鞍の上に座っている	entailment					
955								スノーボーダーは白い雪の上を大胆に跳んでいる	スノーボードの練習をしている人が空中にジャンプする	neutral					
4094								白い犬たちはその黒いラマをもの珍しそうに見ている	黒い羊が三匹の白い犬の近くに立っている	neutral					
1338								窓は男性に掃除されている	男性に掃除されている窓は一つもない	contradiction					
398								アジア人の女性が毛皮のスカーフをつかんでいる	上品な女性が大勢の人々の中にいて、下を見ている	neutral					
1967								男性が屋根の上でダンスをしている	男性が屋上に立っていて、バイオリンを弾いている	neutral					
3488								小さい蜂は一房の黄色の花の上に降りている	蜂が黄色の花にしがみついている	neutral					
2799								トランプの手品をしている男性は一人もいない	男性がトランプの手品をしている	contradiction					
3100								女性が男性に話しかけている	男性が女性に話しかけている	neutral					
2107								男の子たちは燃えている車の前に立っている	何人かの若い男性がじっと立っていて、車が彼らの後ろで爆発している	neutral					
3648								男性がモトクロスレースに参加している	男性がモトクロスのレースに参加している	entailment					
4186								二人の人がジープを運転していて、一人の婦人がその上に座っている	ブロンドの女性が黄色の車両の屋根の上に座っていて、二人の人が外にいる	neutral					
2651								男性がギターを弾いている	ギターが男性に弾かれている	entailment					
613								男性がステージでギターを弾いている	ステージでギターを弾いている男性は一人もいない	contradiction					
3524								男の子がプラットフォームから跳び下りていて、二人の他の男の子が立っていて見ている	男の子がプラットフォームから跳び下りていて、二人の他の男の子が立っていて彼をじっと見ている	neutral					
537								空中にジャンプしている自転車乗りは一人もいない	孤独な自転車乗りが空中にジャンプしている	contradiction					
4708								赤いフード付きジャケットと黒いリュックサックを身に着けている人が岸壁の近くを歩いている	赤いフード付きジャケットと黒いリュックサックを身に着けている人が岸壁の近くを歩いていない	contradiction					
4820								黄色の犬が砂だらけの小道を走り上がっている	ゴールデンレトリーバーが走っている	neutral					
2760								男性がドアを開けている	男性がタマネギを切っている	neutral					
2831								男性たちはサッカーをしていない	男性がオートバイに乗っている	neutral					
2155								男の子がカレンダーを調べている	男の子がカレンダーをじっと見つめている	neutral					
780								幼い児童が屋内にあるロッククライミングウォールを登っている	幼い子供が屋内にあるロッククライミングウォールを登っている	entailment					
2244								男の子がカレンダーを確認している	男の子がカレンダーを投げ捨てている	neutral					
1635								竹のフルートを吹いている男性は一人もいない	男性が竹のフルートを吹いている	contradiction					
4102								優雅なドレスを着た男性が写真家たちに囲まれている	写真家たちに囲まれている男性はグレイのスーツと眼鏡を身に着けている	neutral					
3135								男性がオートバイに乗っている	オートバイが男性に乗られている	entailment					
1592								サイの赤ちゃんが囲いの中を母親と一緒に歩き回っている	サイの赤ちゃんとその母親が囲いの中で立っている	contradiction					
486								小さな男の子がカメラに向かって舌を突き出していて、別の男の子が傍観している	二人の子供がカメラを見上げていて、一人が舌を突き出している	neutral					
4466								人々が夜にたき火の周りに群がっている	人々が朝にたき火の周りに群がっている	neutral					
1439								ロープが男性によじ登られている	男性が機械を使ってニンジンをぼーっとしながら薄切りにしている	neutral					
431								スケートボーダーが斜面からジャンプしている	スケートボーダーが斜面から跳躍している	entailment					
4888								女性が防音保護具を着けていて、屋内の射撃練習場で銃を撃っている	女性が射撃訓練で発砲している	entailment					
1060								男性が庭で歩いている	男性が外を歩いている	neutral					
1841								何人かのティーンエイジャーの女の子たちがカメラに向かってダンスをしている	何人かの十代の女の子たちがカメラに向かってダンスをしている	entailment					
4498								女性が街路で歩いている	男性が長くて黒いジャケットと茶色の帽子を身に着けていて、たくさんの開花している木々のある公園を歩き過ぎている	neutral					
888								女の子が腕で青いユニフォームを上げている	青と白のユニフォームを着た女の子は応援をしている	neutral					
2342								男性が木管楽器を演奏している	木管楽器が男性に演奏されている	entailment					
2432								ある人がバナナの皮をむいている	男性が果物を食べている	neutral					
4305								バイクに乗ったモーターサイクリストが傾いて鋭いコーナーに入っている	傾いて鋭いコーナーに入っているバイクに乗ったモーターサイクリストは一人もいない	contradiction					
75								空手着を着た三人の男の子が闘っていない	空手着を着た三人の男の子が闘っている	contradiction					
3237								茶色の犬が茶色と白の犬をよく注意して見つめている	その小さな犬は寝室のスリッパを口から落としている	neutral					
401								白いＴシャツを着た男の子が浅い水の中で飛沫を飛ばしている	男の子が海辺で水の中を走っている	neutral					
3826								児童がカメラに微笑みかけていて、水中で泳いでいる	子供がプールの水面で泳いでいる	neutral					
1831								男の子が部屋の中で心地よく座っていて、ランプのそばでピアノを弾いている	男の子が部屋の中に座っていて、ランプのそばでピアノを弾いている	entailment					
2630								猿が動物園で犬をいじめている	犬が動物園で猿にいじめられている	entailment					
1883								赤ちゃんが嬉しそうに這っている	赤ちゃんが別の赤ちゃんを喜ばせている	neutral					
4669								二匹の犬と二人の人がその森の中を歩いている	二匹の犬と二人の人が森の中を歩いている	entailment					
1674								婦人はその肉を薄切りにしている	婦人はその肉を薄切りにしていない	contradiction					
1512								男性がギターを弾いている	男性はフルートを吹いていない	neutral					
4569								大きな黒い犬が雪の多いエリアの上の空中にジャンプしている	大きな白い犬が雪の多いエリアの上の空中にジャンプしている	neutral					
2951								男性が楽器を演奏している	女性がそのフルートを吹いている	neutral					
1921								女性が卵をゆでている	卵が女性にゆでられている	entailment					
3438								男性は彼自身と別の男の写真を撮っている	彼自身と別の男の写真がその男性により撮られている	entailment					
3587								一人の人が海のすぐ近くの砂浜で自転車に乗っている	自転車に乗った男性が海辺を走っている	neutral					
3894								紫色のジャージを着たフットボール選手がタッチダウンするためにボールを持って走っている	フットボール選手が、フットボールを運んでいる役員に偶然出会っている	neutral					
2424								男性がスケッチをしている	男性は絵を描いている	entailment					
2131								女性がアイシャドウを塗っている	女性は化粧をしている	entailment					
2536								男性が歌いながらギターを弾いている	男性がギターを弾いている	entailment					
2453								男性が海辺で馬に乗っている	男性が砂漠で馬に乗っている	neutral					
2052								誰かが鍋でオクラをゆでている	ある人が鍋でオクラをゆでている	entailment					
2780								いくらかの食べ物がシェフに調理されている	シェフがいくらかの食べ物を調理している	entailment					
2626								男の子がギターを弾いている	ギターが子供に弾かれている	entailment					
4085								白いＴシャツを着た男の子が浅い水の中で飛沫を飛ばしている	男の子が海辺で海の中を走っている	neutral					
2555								男性がタマネギの皮を取り除いている	男性がタマネギの皮をむいている	neutral					
3994								犬は茶色のライトにぶつかっている	淡褐色の犬が街路を走り上がっている	neutral					
1428								インタビュアーはその男性に休憩を許可している	男性はインタビューを許可している	neutral					
1890								男性は箱の上のテープを切っている	男性が箱の上のテープを切っている	entailment					
927								馬が青色と赤色のズボンをはいたカウボーイを落馬させている	カウボーイが青と赤のズボンを馬の方に放り投げている	neutral					
3627								あごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	一人のあごひげを生やした男性がショッピングカートのそばに立っていて、ボール紙の標識を掲げている	entailment					
3144								女性がヌードルを水の中で煮ている	男性が水の中のヌードルをゆでている	neutral					
1165								ブロッコリーを切っている女性は一人もいない	女性がブロッコリーを切っている	contradiction					
638								一人の男性、一人の女性、そして二人の女の子たちが海辺で歩いている	人々のグループが海辺にいる	entailment					
4385								黄色のきれいなバイクに乗っている人がジャンプをしている	黄色のバイクに乗っているサイクリストが空中を飛んでいる	neutral					
1675								婦人は肉の薄切りを食べている	婦人はその肉を薄切りにしている	neutral					
4172								何人かの若い人々が写真のためにポーズをとっていて、ビールをつかんでいる	あるグループの人々が食べ物をつかんで、カメラを指さしている	neutral					
1688								誰もトウガラシを細かく切っていない	その人はひとかけらのニンニクを細かく薄切りにしている	neutral					
2537								男性が車を運転している	男性が車両を運転している	entailment					
1140								三人の男性が壁に飛び乗っている	三人の男性が壁から飛び降りている	contradiction					
1476								数人の男性が楽しそうにクリケットをしている	人々がクリケットをしている	entailment					
4157								ヘルメットをかぶった幼い男の子が道路でバイクに乗っている	小さな女の子はレースで自転車に乗っている	neutral					
2940								二頭のパンダが一緒に横たわっている	二頭のジャイアントパンダが一緒に横たわっている	neutral					
3590								海鳥がいくつかの岩の上をゆっくりと飛んでいる	海鳥がいくつかの岩の上を飛んでいる	entailment					
2268								男性が歌いながらギターを弾いている	ある人がギターを弾いている男性の近くで歌っている	neutral					
920								紫色に染められたシャツを着た男性が黒いシャツを着て滑稽な表情をしている男性を見ている	紫色に染められたシャツを着た男性が黒いシャツを着て滑稽に見える表情をしている男性を見ている	entailment					
3865								二人の男がテーブルの周りに座っていて、ビールを手に持っている	白いシャツを着てサングラスをかけた男性と黒いシャツを着てサングラスをかけた男性が、四本のビール瓶の置かれたテーブルの席についている	neutral					
560								男性が野原で座っている	ある人が帽子をかぶって草原に座っている	neutral					
3262								庭にいる犬が色のついたコートの上を走り抜けている	茶色と黒の犬が落ち葉の中を走っている	neutral					
3820								冬服を着た微笑んでいる男の子が、雪の中にあるビルの外側で手袋をした手を振っている	子供は幼くて、寒い気候向けの服を着ていて、外で立っている	neutral					
4655								男性が、ドアとトランクが開いているクラシックなアメリカ製の自動車の運転席で立っている	女性が、ドアとトランクが開いているクラシックなアメリカ製の自動車の運転席で立っている	neutral					
4880								縞模様のシャツを着た子供が砂の丘の上で裸足で走っている	男の子が砂地を走り抜けている	neutral					
2084								男性は床運動をしている	男性が怠けている	neutral					
3654								幸せな家族が暖炉のそばでポーズをとっている	家族は幸せに見えて、暖炉のそばでポーズをとっている	entailment					
3133								女の子がギターを弾いている	男性がギターを弾いていない	neutral					
2677								男性は武器を研いでいる	男性が女性を運んでいる	neutral					
2852								女性がそのトランペットを吹いている	ある人がヒキガエルをもてあそんでいる	neutral					
111								その男性はジャガイモを薄切りにしていない	男性はジャガイモを薄切りにしている	contradiction					
4105								写真家たちに囲まれている女性はグレイのスーツと眼鏡を身に着けている	スーツを着た男性が写真家たちに囲まれている	neutral					
4941								白と黄褐色の犬が丈の高い緑色の草の中を走っている	婦人は肉の薄切りを食べている	neutral					
266								大きな猫がプラスチック製の引き出しを足で開けていて、中に跳び込んでいる	猫が引き出しを開けていて、中に跳び込んでいる	entailment					
79								蛇が男性からマウスを餌として与えられている	蛇が男性からマウスを餌として与えられていない	contradiction					
2152								男の子はカレンダーを調べている	男の子がカレンダーを調べている	entailment					
530								人々が森の近くで集められたいくつかのコスチュームを見ている	コスチュームを着た人々が森の中で集まって、同じ方向を見ている	neutral					
1402								男の子は泥の中で遊んでいる	器具で遊んでいる猫は一匹もいない	neutral					
4136								小さな女の子が青い柄の入った水着と黒と黄色の水泳帽を着けていて、頭に青い水泳用ゴーグルをはめている	幼い女の子が水着を着て座っている	neutral					
3366								ピンク色のシャツを着た幼い女の子は砂漠の木の下で走っている	ピンク色のシャツを着た幼い女の子が砂漠の木の下で走っている	entailment					
2984								男性がいくつかの図を描いている	ある人がいくつかの図を描いている	entailment					
2448								男性が靴の紐をほどいている	男性が靴の紐を結んでいる	contradiction					
2019								一人の女性が斧で丸太をたたき切っている	男性が斧で丸太をたたき切っている	neutral					
1922								女性が二つの卵を水の入った鍋に入れている	女性が卵をゆでている	neutral					
1372								男性は熱烈にギターを弾いている	熱烈な男性はギター奏者である	neutral					
3771								鳥が水面で翼を激しくはためかせている	鳥が水面で翼をはためかせている	entailment					
4374								白い帽子と茶色のシャツを身に着けた男性が赤い服を着た女性の後ろにいて、左の方を見ている	アラビア人の男性が白い帽子をかぶっている	neutral					
