pair_ID	data	sentence_A_En	sentence_B_En	entailment_label_En	relatedness_score_En	corr_entailment_labelAB_En	corr_entailment_labelBA_En	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	relatedness_score_Ja	image_ID	original_caption	semtag_short	semtag_long
1063	test	A person is riding a motorbike in the event related to motocross	A motocross rider is giving a motorbike to a person at an event	neutral	3.5			ある人がモトクロスに関係するイベントでオートバイに乗っている	モトクロスライダーがあるイベントである人にオートバイを与えている	neutral	3.0	3563668905_689ed479c5.jpg	A person is riding a bike on a dirt road .	Quantification	Quantification;ある;連体詞,*,*,*
1064	train	The person is riding a motorbike on a sandy track	A man is riding a motorbike in the event related to motocross	neutral	3.6			その人は砂地の走路でオートバイに乗っている	男性がモトクロスに関係するイベントでオートバイに乗っている	neutral	2.5	3476451861_5b9c9ce191.jpg	A person is riding a bike on a tree .	Anaphora	Anaphora;その;連体詞,*,*,*
1065	train	There is no person riding a motorbike in the event related to motocross	The person is riding a motorbike on a sandy track	neutral	3.6			モトクロスに関係するイベントでオートバイに乗っている人は一人もいない	その人は砂地の走路でオートバイに乗っている	neutral	2.5	445148321_9f2f3ac711.jpg	There is a person standing a mountain that has some interesting shapes .	Anaphora#Negation#Numerical	Anaphora;その;連体詞,*,*,*#Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1066	test	The person is riding a motorbike on a sandy track	A motocross rider is giving a motorbike to a person at an event	neutral	2.6			その人は砂地の走路でオートバイに乗っている	モトクロスライダーがあるイベントである人にオートバイを与えている	neutral	2.5	3476451861_5b9c9ce191.jpg	A person is riding a bike on a tree .	Anaphora	Anaphora;その;連体詞,*,*,*
1067	test	The person is riding a motorbike on a track on the sand	A person is riding a motorbike in the event related to motocross	neutral	3.4			その人は砂地の上の走路でオートバイに乗っている	ある人がモトクロスに関係するイベントでオートバイに乗っている	neutral	2.5	3476451861_5b9c9ce191.jpg	A person is riding a bike on a tree .	Quantification#Anaphora	Anaphora;その;連体詞,*,*,*#Quantification;ある;連体詞,*,*,*
1068	train	A person is riding a motorbike in the event related to motocross	The person isn't riding a motorbike on a sandy track	neutral	3.3			ある人がモトクロスに関係するイベントでオートバイに乗っている	その人は砂地の走路でオートバイに乗っていない	neutral	2.5	3563668905_689ed479c5.jpg	A person is riding a bike on a dirt road .	Negation#Quantification#Anaphora	Quantification;ある;連体詞,*,*,*#Negation;ない;助動詞,*,*,*#Anaphora;その;連体詞,*,*,*
1069	train	A motorbike rider is jumping over a person on a sandy track	A person is riding a motorbike in the event related to motocross	neutral	3.3			オートバイ乗りが砂地の走路の上にいる人を飛び越えている	ある人がモトクロスに関係するイベントでオートバイに乗っている	neutral	2.5	3301935788_2bb7bbc515.jpg	A snowboarder is jumping over a snowbank in a snow park	Quantification	Quantification;ある;連体詞,*,*,*
1070	test	The person is riding a motorbike on a sandy track	A person is riding a motorbike in the event related to motocross	neutral	3.8			その人は砂地の走路でオートバイに乗っている	ある人がモトクロスに関係するイベントでオートバイに乗っている	neutral	2.5	3476451861_5b9c9ce191.jpg	A person is riding a bike on a tree .	Quantification#Anaphora	Anaphora;その;連体詞,*,*,*#Quantification;ある;連体詞,*,*,*
1071	test	A pink shirt with white writing on it is being worn by a girl who is lying in the grass	A girl is wearing a pink shirt with white writing on it and is lying in the grass	entailment	4.5			白い文字があしらわれたピンク色のシャツが、草の中で横たわっている女の子に着られている	女の子が白い文字があしらわれたピンク色のシャツを着て草の中で横たわっている	entailment	5.0	1248734482_3038218f3b.jpg	Girl in pink shirt with white writing lying in grass .	Passive	Passive;られる;動詞,接尾,*,*#Passive;れる;動詞,接尾,*,*
1072	test	A girl is wearing a pink shirt with white writing on it and is lying in the grass	A girl is naked and is standing on the grass	neutral	2.8			女の子が白い文字があしらわれたピンク色のシャツを着て草の中で横たわっている	女の子が裸になって芝生の上に立っている	neutral	2.5	1248734482_3038218f3b.jpg	Girl in pink shirt with white writing lying in grass .	Passive	Passive;れる;動詞,接尾,*,*
1073	test	The young girl with a shirt dyed pink is peacefully lying on the grass	The young girl with a pink shirt is peacefully lying on the grass	entailment	4.9			ピンク色に染められたシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	entailment	5.0	2544246151_727427ee07.jpg	A young child with a red shirt is running in the grass	Passive	Passive;られる;動詞,接尾,*,*
1074	train	The young girl with a pink shirt is peacefully lying on the grass	The young girl with a pink shirt isn't peacefully lying on the grass	contradiction	4.5			ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっていない	contradiction	4.0	2544246151_727427ee07.jpg	A young child with a red shirt is running in the grass	Negation	Negation;ない;助動詞,*,*,*
1075	test	The young peaceful girl is lying about the grass found in the pink shirt	The young girl with a pink shirt is peacefully lying on the grass	entailment	4.5	neutral	neutral	その幼くて大人しい女の子はピンク色のシャツの中にある草の周りで横たわっている	ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	neutral	3.0	2203449950_e51d0f9065.jpg	The young girl standing on the grass is wearing a pink dress .	Anaphora	Anaphora;その;連体詞,*,*,*
1076	train	A girl is wearing a pink shirt with white writing on it and is lying in the grass	The young girl with a shirt dyed pink is peacefully lying on the grass	neutral	4.1			女の子が白い文字があしらわれたピンク色のシャツを着て草の中で横たわっている	ピンク色に染められたシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	neutral	4.0	1248734482_3038218f3b.jpg	Girl in pink shirt with white writing lying in grass .	Passive	Passive;られる;動詞,接尾,*,*#Passive;れる;動詞,接尾,*,*
1077	test	A girl is wearing a pink shirt with white writing on it and is lying in the grass	The young girl with a pink shirt isn't peacefully lying on the grass	neutral	3.7			女の子が白い文字があしらわれたピンク色のシャツを着て草の中で横たわっている	ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっていない	neutral	3.5	1248734482_3038218f3b.jpg	Girl in pink shirt with white writing lying in grass .	Negation#Passive	Passive;れる;動詞,接尾,*,*#Negation;ない;助動詞,*,*,*
1078	test	The young peaceful girl is lying about the grass found in the pink shirt	A girl is wearing a pink shirt with white writing on it and is lying in the grass	neutral	3.6			その幼くて大人しい女の子はピンク色のシャツの中にある草の周りで横たわっている	女の子が白い文字があしらわれたピンク色のシャツを着て草の中で横たわっている	neutral	3.0	2203449950_e51d0f9065.jpg	The young girl standing on the grass is wearing a pink dress .	Passive#Anaphora	Anaphora;その;連体詞,*,*,*#Passive;れる;動詞,接尾,*,*
1079	test	The young girl with a pink shirt is peacefully lying on the grass	A pink shirt with white writing on it is being worn by a girl who is lying in the grass	neutral	4.2			ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	白い文字があしらわれたピンク色のシャツが、草の中で横たわっている女の子に着られている	neutral	3.5	2544246151_727427ee07.jpg	A young child with a red shirt is running in the grass	Passive	Passive;られる;動詞,接尾,*,*#Passive;れる;動詞,接尾,*,*
1080	train	The young girl with a pink shirt is peacefully lying on the grass	A girl is naked and is standing on the grass	neutral	3.3			ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	女の子が裸になって芝生の上に立っている	neutral	2.5	2544246151_727427ee07.jpg	A young child with a red shirt is running in the grass		
1081	test	The young girl with a pink shirt is peacefully lying on the grass	A girl is wearing a pink shirt with white writing on it and is lying in the grass	neutral	4.1			ピンク色のシャツを着た幼い女の子が芝生の上に穏やかに横たわっている	女の子が白い文字があしらわれたピンク色のシャツを着て草の中で横たわっている	neutral	3.5	2544246151_727427ee07.jpg	A young child with a red shirt is running in the grass	Passive	Passive;れる;動詞,接尾,*,*
1082	train	A dog of large size is running on the grass with a tennis ball in its mouth	A large dog is running on the grass with a tennis ball in its mouth	entailment	4.7			体の大きな犬が口にテニスボールをくわえて芝生の上を走っている	大きな犬が口にテニスボールをくわえて芝生の上を走っている	entailment	5.0	2463067409_78188c584c.jpg	A large dog running on grass with a tennis ball in his mouth .		
1083	train	There is no large dog running on the grass with a tennis ball in its mouth	A large dog is running on the grass with a tennis ball in its mouth	contradiction	3.5			口にテニスボールをくわえて芝生の上を走っている大きな犬は一匹もいない	大きな犬が口にテニスボールをくわえて芝生の上を走っている	contradiction	4.0	3446586125_cafa0bfd67.jpg	a beige dog running on the grass with a tennis ball in his mouth	Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1084	train	A large dog is running on the grass with a tennis ball in its mouth	A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth	neutral	3.8			大きな犬が口にテニスボールをくわえて芝生の上を走っている	大きなテニスボールが、草地で走ってそれを口でキャッチするのを犬に教えるために使われている	neutral	3.5	2463067409_78188c584c.jpg	A large dog running on grass with a tennis ball in his mouth .	Passive#Anaphora	Passive;れる;動詞,接尾,*,*#Anaphora;それ;名詞,代名詞,一般,*
1085	test	A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	entailment	4.4			大きくて灰色の犬が口にくわえたボールを苦労して運んで草地を走り抜けている	大きくて灰色の犬が口にくわえたボールを運んで草地を走り抜けている	entailment	4.5	2463067409_78188c584c.jpg	A large gray dog carrying a ball in its mouth runs across the grass towards the camera .		
1086	test	A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	neutral	2.6			大きくて灰色の犬が口からボールを落として草地で立ち止まっている	大きくて灰色の犬が口にくわえたボールを運んで草地を走り抜けている	contradiction	3.5	476760133_c33d2bd83d.jpg	Black dog is carrying something in its mouth and running in the grass .		
1087	train	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	A large, gray ball is hitting a running dog, which is carrying some grass in its mouth	neutral	3.1			大きくて灰色の犬が口にくわえたボールを運んで草地を走り抜けている	大きくて灰色のボールが走っている犬にぶつかっていて、その犬はいくらかの草を口にくわえて運んでいる	neutral	2.5	2463067409_78188c584c.jpg	A large gray dog carrying a ball in its mouth runs across the grass towards the camera .	Disjunction#Quantification#Anaphora	Anaphora;その;連体詞,*,*,*#Quantification;いくら;名詞,一般,*,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1088	train	A large dog is running on the grass with a tennis ball in its mouth	A dog, which is large and gray, is difficultly carrying a ball in its mouth and running across the grass	neutral	4.2			大きな犬が口にテニスボールをくわえて芝生の上を走っている	大きくて灰色の犬が口にくわえたボールを苦労して運んで草地を走り抜けている	neutral	3.5	2463067409_78188c584c.jpg	A large dog running on grass with a tennis ball in his mouth .		
1089	test	A large dog is running on the grass with a tennis ball in its mouth	A dog, which is large and gray, is dropping a ball from its mouth and stopping in the grass	neutral	3.5			大きな犬が口にテニスボールをくわえて芝生の上を走っている	大きくて灰色の犬が口からボールを落として草地で立ち止まっている	neutral	2.5	2463067409_78188c584c.jpg	A large dog running on grass with a tennis ball in his mouth .		
1090	train	A large, gray ball is hitting a running dog, which is carrying some grass in its mouth	A large dog is running on the grass with a tennis ball in its mouth	neutral	2.5			大きくて灰色のボールが走っている犬にぶつかっていて、その犬はいくらかの草を口にくわえて運んでいる	大きな犬が口にテニスボールをくわえて芝生の上を走っている	neutral	2.5	267325341_1a96ef436e.jpg	A black dog is running through the grass carrying something red in its mouth .	Disjunction#Quantification#Anaphora	Anaphora;その;連体詞,*,*,*#Quantification;いくら;名詞,一般,*,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1091	train	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	A dog of large size is running on the grass with a tennis ball in its mouth	neutral	4.2			大きくて灰色の犬が口にくわえたボールを運んで草地を走り抜けている	体の大きな犬が口にテニスボールをくわえて芝生の上を走っている	neutral	3.5	2463067409_78188c584c.jpg	A large gray dog carrying a ball in its mouth runs across the grass towards the camera .		
1092	train	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	There is no large dog running on the grass with a tennis ball in its mouth	neutral	3.4			大きくて灰色の犬が口にくわえたボールを運んで草地を走り抜けている	口にテニスボールをくわえて芝生の上を走っている大きな犬は一匹もいない	neutral	3.0	2463067409_78188c584c.jpg	A large gray dog carrying a ball in its mouth runs across the grass towards the camera .	Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1093	train	A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	neutral	3.2			大きなテニスボールが、草地で走ってそれを口でキャッチするのを犬に教えるために使われている	大きくて灰色の犬が口にくわえたボールを運んで草地を走り抜けている	neutral	2.5	3545779287_8f52e06909.jpg	A large dog is running on the grass with a rope in its mouth .	Passive#Anaphora	Passive;れる;動詞,接尾,*,*#Anaphora;それ;名詞,代名詞,一般,*
1094	train	A dog, which is large and gray, is carrying a ball in its mouth and running across the grass	A large dog is running on the grass with a tennis ball in its mouth	entailment	4.4	neutral	neutral	大きくて灰色の犬が口にくわえたボールを運んで草地を走り抜けている	大きな犬が口にテニスボールをくわえて芝生の上を走っている	neutral	3.5	2463067409_78188c584c.jpg	A large gray dog carrying a ball in its mouth runs across the grass towards the camera .		
1095	train	A man is opening a small package that contains headphones	A man is opening a package that contains headphones	entailment	4.9			男性がヘッドホンの入っている小さなパッケージを開けている	男性がヘッドホンの入っているパッケージを開けている	entailment	4.5				
1097	train	A man is opening a package that contains headphones	A man who is wearing headphones is opening a package	neutral	2.9			男性がヘッドホンの入っているパッケージを開けている	ヘッドホンを着けた男性がパッケージを開けている	neutral	3.5				
1098	test	A woman is riding a brown horse	A woman is riding a horse	entailment	4.4			女性が栗毛の馬に乗っている	女性が馬に乗っている	entailment	4.5				
1099	train	There is no woman riding a horse	A woman is riding a horse	contradiction	2.8			馬に乗っている女性は一人もいない	女性が馬に乗っている	contradiction	4.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1100	test	A man is opening a package that contains headphones	A woman is riding a brown horse	neutral	1.0			男性がヘッドホンの入っているパッケージを開けている	女性が栗毛の馬に乗っている	neutral	1.0				
1101	test	There is no woman riding a horse	A man is opening a package that contains headphones	neutral	1.0			馬に乗っている女性は一人もいない	男性がヘッドホンの入っているパッケージを開けている	neutral	1.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1102	trial	A woman is riding a horse	A man is opening a small package that contains headphones	neutral	1.0			女性が馬に乗っている	男性がヘッドホンの入っている小さなパッケージを開けている	neutral	1.0				
1103	test	A woman is riding a horse	A man is opening a package that doesn't contain headphones	neutral	1.1			女性が馬に乗っている	男性がヘッドホンの入っていないパッケージを開けている	neutral	1.0			Negation	Negation;ない;助動詞,*,*,*
1104	train	A man who is wearing headphones is opening a package	A woman is riding a horse	neutral	1.2			ヘッドホンを着けた男性がパッケージを開けている	女性が馬に乗っている	neutral	1.0				
1105	train	A woman is riding a horse	A man is opening a package that contains headphones	neutral	1.1			女性が馬に乗っている	男性がヘッドホンの入っているパッケージを開けている	neutral	1.0				
1106	test	A man is opening a small package that contains headphones	A man is opening a package that contains headphones	entailment	4.3			男性がヘッドホンの入っている小さなパッケージを開けている	男性がヘッドホンの入っているパッケージを開けている	entailment	4.5				
1107	test	A man is opening a package that contains headphones	A man is opening a package that doesn't contain headphones	contradiction	3.4			男性がヘッドホンの入っているパッケージを開けている	男性がヘッドホンの入っていないパッケージを開けている	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
1108	train	A man is opening a package that contains headphones	A man who is wearing headphones is opening a package	neutral	2.8			男性がヘッドホンの入っているパッケージを開けている	ヘッドホンを着けた男性がパッケージを開けている	neutral	3.5				
1109	train	A man is singing and playing the guitar	A man is singing a song and playing the guitar	entailment	4.9			男性が歌ってギターを弾いている	男性が歌を歌ってギターを弾いている	entailment	5.0				
1110	test	There is no man singing and playing the guitar	A man is singing and playing the guitar	contradiction	2.6			歌ってギターを弾いている男性は一人もいない	男性が歌ってギターを弾いている	contradiction	3.5			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1111	train	A man is singing a song and playing the guitar	A man is opening a package that contains headphones	neutral	1.2			男性が歌を歌ってギターを弾いている	男性がヘッドホンの入っているパッケージを開けている	neutral	2.0				
1112	train	A man is opening a package that contains headphones	There is no man singing and playing the guitar	neutral	1.2			男性がヘッドホンの入っているパッケージを開けている	歌ってギターを弾いている男性は一人もいない	neutral	2.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1113	test	A man is opening a small package that contains headphones	A man is singing and playing the guitar	neutral	1.5			男性がヘッドホンの入っている小さなパッケージを開けている	男性が歌ってギターを弾いている	neutral	2.0				
1114	test	A man is opening a package that doesn't contain headphones	A man is singing and playing the guitar	neutral	1.1			男性がヘッドホンの入っていないパッケージを開けている	男性が歌ってギターを弾いている	neutral	2.0			Negation	Negation;ない;助動詞,*,*,*
1115	train	A man is singing and playing the guitar	A man who is wearing headphones is opening a package	neutral	1.9			男性が歌ってギターを弾いている	ヘッドホンを着けた男性がパッケージを開けている	neutral	2.0				
1116	test	A man is singing and playing the guitar	A man is opening a package that contains headphones	neutral	1.5			男性が歌ってギターを弾いている	男性がヘッドホンの入っているパッケージを開けている	neutral	2.0				
1117	train	A dog is riding a skateboard in a park	A dog is riding a skateboard	entailment	4.3			犬が公園でスケートボードに乗っている	犬がスケートボードに乗っている	entailment	4.0				
1118	train	A dog is riding a skateboard	There is no dog riding a skateboard	contradiction	3.5			犬がスケートボードに乗っている	スケートボードに乗っている犬は一匹もいない	contradiction	3.5			Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1120	train	A dog is riding a skateboard	There is no dog riding a skateboard	contradiction	3.2			犬がスケートボードに乗っている	スケートボードに乗っている犬は一匹もいない	contradiction	3.5			Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1121	test	A dog is riding a skateboard	An animal is riding a skateboard	entailment	4.5			犬がスケートボードに乗っている	動物がスケートボードに乗っている	entailment	4.0				
1122	train	There is no dog riding a skateboard	A dog is riding a skateboard	contradiction	3.8			スケートボードに乗っている犬は一匹もいない	犬がスケートボードに乗っている	contradiction	3.5			Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1123	test	A dog is riding a skateboard in a park	A dog is riding a skateboard	entailment	4.0			犬が公園でスケートボードに乗っている	犬がスケートボードに乗っている	entailment	4.0				
1124	test	There is no dog riding a skateboard	A dog is riding a skateboard	contradiction	4.1			スケートボードに乗っている犬は一匹もいない	犬がスケートボードに乗っている	contradiction	3.5			Negation#Numerical	Numerical;匹;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1126	test	A sea turtle is hunting for fish	A sea turtle is hunting for food	entailment	4.5			ウミガメが魚を探している	ウミガメが食べ物を探している	neutral	3.0				
1127	test	A sea turtle is not hunting for fish	A sea turtle is hunting for fish	contradiction	3.4			ウミガメが魚を探していない	ウミガメが魚を探している	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
1128	train	A fish is hunting for a turtle in the sea	A sea turtle is hunting for fish	neutral	3.9			魚が海の中で亀を探している	ウミガメが魚を探している	neutral	3.0				
1129	train	The turtle is following the red fish	The turtle is following the fish	entailment	4.6			亀は赤い魚を追いかけている	亀は魚を追いかけている	entailment	4.5				
1130	test	The turtle is following the fish	The turtle isn't following the fish	contradiction	4.0			亀は魚を追いかけている	亀は魚を追いかけていない	contradiction	4.0			Negation	Negation;ない;助動詞,*,*,*
1131	test	The turtle is following the fish	The fish is following the turtle	contradiction	3.8			亀は魚を追いかけている	魚は亀を追いかけている	neutral	3.5				
1132	test	A sea turtle is hunting for fish	The turtle is following the red fish	neutral	4.0			ウミガメが魚を探している	亀は赤い魚を追いかけている	neutral	3.5				
1133	train	A sea turtle is hunting for fish	The turtle isn't following the fish	neutral	3.2			ウミガメが魚を探している	亀は魚を追いかけていない	neutral	3.0			Negation	Negation;ない;助動詞,*,*,*
1134	test	The fish is following the turtle	A sea turtle is hunting for fish	neutral	3.2			魚は亀を追いかけている	ウミガメが魚を探している	neutral	3.0				
1135	train	The turtle is following the fish	A sea turtle is hunting for food	neutral	3.9			亀は魚を追いかけている	ウミガメが食べ物を探している	neutral	2.5				
1136	test	The turtle is following the fish	A sea turtle is not hunting for fish	neutral	3.4			亀は魚を追いかけている	ウミガメが魚を探していない	neutral	2.5			Negation	Negation;ない;助動詞,*,*,*
1137	trial	A fish is hunting for a turtle in the sea	The turtle is following the fish	neutral	3.5			魚が海の中で亀を探している	亀は魚を追いかけている	neutral	2.5				
1138	test	A sea turtle is hunting for fish	The turtle is following the fish	neutral	3.8			ウミガメが魚を探している	亀は魚を追いかけている	neutral	2.5				
1139	test	A man is driving a car	The car is being driven by a man	entailment	5.0			男性が車を運転している	車は男性に運転されている	entailment	5.0			Passive	Passive;れる;動詞,接尾,*,*
1140	test	There is no man driving the car	A man is driving a car	contradiction	3.6			車を運転している男性は一人もいない	男性が車を運転している	contradiction	3.5			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1141	test	A woman is dipping a prawn in batter	A woman is dipping a shrimp in batter	entailment	4.4			女性がクルマエビを衣に浸けている	女性がエビを衣に浸けている	entailment	4.0				
1142	test	There is no woman dipping a shrimp in batter	A woman is dipping a shrimp in batter	contradiction	4.1			エビを衣に浸けている女性は一人もいない	女性がエビを衣に浸けている	contradiction	3.5			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1143	test	A woman is dipping a prawn in batter	A man is driving a car	neutral	1.0			女性がクルマエビを衣に浸けている	男性が車を運転している	neutral	1.0				
1144	test	A man is driving a car	There is no woman dipping a shrimp in batter	neutral	1.0			男性が車を運転している	エビを衣に浸けている女性は一人もいない	neutral	1.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1145	train	A woman is dipping a shrimp in batter	The car is being driven by a man	neutral	1.4			女性がエビを衣に浸けている	車は男性に運転されている	neutral	1.0			Passive	Passive;れる;動詞,接尾,*,*
1146	test	A woman is dipping a shrimp in batter	There is no man driving the car	neutral	1.0			女性がエビを衣に浸けている	車を運転している男性は一人もいない	neutral	1.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1147	train	A woman is dipping a shrimp in batter	A man is driving a car	neutral	1.0			女性がエビを衣に浸けている	男性が車を運転している	neutral	1.0				
1148	test	A man is playing a guitar under a windows	A man is playing a guitar	entailment	4.5			男性が窓の下でギターを弾いている	男性がギターを弾いている	entailment	4.5				
1149	train	There is no man playing a guitar	A man is playing a guitar	contradiction	2.8			ギターを弾いている男性は一人もいない	男性がギターを弾いている	contradiction	4.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1150	test	A man is playing a piano at a concert	A man is playing a piano	entailment	4.5			男性がコンサートでピアノを弾いている	男性がピアノを弾いている	entailment	4.5				
1151	test	A man is playing a piano	There is no man playing a piano	contradiction	3.9			男性がピアノを弾いている	ピアノを弾いている男性は一人もいない	contradiction	3.5			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1152	test	A man is playing a piano at a concert	A man is playing a guitar	neutral	2.8			男性がコンサートでピアノを弾いている	男性がギターを弾いている	contradiction	3.0				
1153	train	There is no man playing a piano	A man is playing a guitar	neutral	2.5			ピアノを弾いている男性は一人もいない	男性がギターを弾いている	neutral	3.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1154	train	A man is playing a guitar under a windows	A man is playing a piano	neutral	2.4			男性が窓の下でギターを弾いている	男性がピアノを弾いている	contradiction	3.0				
1155	train	There is no man playing a guitar	A man is playing a piano	neutral	3.2			ギターを弾いている男性は一人もいない	男性がピアノを弾いている	neutral	3.0			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1156	test	A man is playing a piano	A man is playing a guitar	neutral	2.7			男性がピアノを弾いている	男性がギターを弾いている	contradiction	3.5				
1157	train	A woman is adding ingredients to a big bowl	A woman is adding ingredients to a bowl	entailment	4.6			女性が材料を大きなボウルに加えている	女性が材料をボウルに加えている	entailment	4.5				
1158	test	A woman is removing ingredients from a bowl	A woman is adding ingredients to a bowl	contradiction	3.3			女性が材料をボウルから取り除いている	女性が材料をボウルに加えている	contradiction	4.0				
1159	test	A woman is cracking some eggs into a bowl	A woman is cracking some eggs into a container	entailment	4.6			女性がいくつかの卵を割ってボウルに入れている	女性がいくつかの卵を割って容器に入れている	entailment	4.5			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1160	test	A woman is cracking some eggs into a bowl	A woman is cracking some eggs outside a bowl	neutral	3.6			女性がいくつかの卵を割ってボウルに入れている	女性がいくつかの卵をボウルの外側で割っている	neutral	3.5			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1161	train	A woman is cracking some eggs into a container	A woman is adding ingredients to a bowl	neutral	4.3			女性がいくつかの卵を割って容器に入れている	女性が材料をボウルに加えている	neutral	3.5			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1162	train	A woman is cracking some eggs outside a bowl	A woman is adding ingredients to a bowl	neutral	3.5			女性がいくつかの卵をボウルの外側で割っている	女性が材料をボウルに加えている	neutral	3.0			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1163	test	A woman is adding ingredients to a big bowl	A woman is cracking some eggs into a bowl	neutral	4.3			女性が材料を大きなボウルに加えている	女性がいくつかの卵を割ってボウルに入れている	neutral	3.5			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1164	test	A woman is cracking some eggs into a bowl	A woman is removing ingredients from a bowl	neutral	3.5			女性がいくつかの卵を割ってボウルに入れている	女性が材料をボウルから取り除いている	neutral	3.0			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1165	train	A woman is cracking some eggs into a bowl	A woman is adding ingredients to a bowl	entailment	4.1			女性がいくつかの卵を割ってボウルに入れている	女性が材料をボウルに加えている	neutral	3.5			Disjunction#Quantification	Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
1166	test	A woman is slicing a carrot	A carrot is being sliced by a woman	entailment	5.0			女性がニンジンを薄切りにしている	ニンジンが女性に薄切りにされている	entailment	5.0			Passive	Passive;れる;動詞,接尾,*,*
1167	train	There is no woman slicing a carrot	A woman is slicing a carrot	contradiction	4.1			ニンジンを薄切りにしている女性は一人もいない	女性がニンジンを薄切りにしている	contradiction	3.5			Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
1168	test	A potato is being sliced by a woman	A woman is slicing a potato	entailment	5.0			ジャガイモが女性に薄切りにされている	女性がジャガイモを薄切りにしている	entailment	5.0			Passive	Passive;れる;動詞,接尾,*,*
