pair_ID	case_particles	rephrase_type	sentence_A_Ja	sentence_B_Ja	sentence_A_Ja_origin	entailment_label_origin	relatedness_score_Ja_origin	entailment_label_Ja	entailment_label_Ja1	entailment_label_Ja2	entailment_label_Ja3	relatedness_score_Ja	relatedness_score_Ja1	relatedness_score_Ja2	relatedness_score_Ja3	naturalness_Ja1	naturalness_Ja2	naturalness_Ja3
573_wo_d	wo	d	白と茶色の犬水の中やっとのことでゆっくり歩いている	茶色と白の毛並みをしている犬が浅瀬を小走りに通っている	白と茶色の犬が水の中をやっとのことでゆっくり歩いている	neutral	3	contradiction	contradiction	neutral	contradiction	3.0	3.0	3.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3259_wo_o	wo	o	ギターを男性が弾いている	ギターが男性に弾かれている	男性がギターを弾いている	entailment	5	entailment	entailment	entailment	entailment	5.0	5.0	5.0	5.0		文Aが不自然	
6839_de_o	de	o	砂浜で子供たちはお互いを追いかけていない	小さな男の子が地面の上を走っていて、小さな女の子と遊んでいる	子供たちは砂浜でお互いを追いかけていない	neutral	2	neutral	neutral	neutral	neutral	2.3	2.0	2.0	3.0			文Aが不自然
2804_de_d	de	d	男性自信満々ニンジンをナイフで薄切りにしている	女性はタマネギを薄切りにしている	男性が自信満々でニンジンをナイフで薄切りにしている	neutral	2.5	neutral	neutral	neutral	neutral	2.3	2.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4895_wo_c	wo	c	男性を懸垂がしている	男性は運動をしている	男性が懸垂をしている	entailment	4.3	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
4995_wo_d	wo	d	ある人バナナの皮むいていない	男性が電子メールを読んでいる	ある人がバナナの皮をむいていない	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3975_ni_o	ni	o	眠りに女の子がついている	女の子が目を覚ましている	女の子が眠りについている	contradiction	2.5	contradiction	contradiction	neutral	contradiction	3.3	3.0	3.0	4.0		文Aが不自然	
2914_ni_d	ni	d	女の子顔化粧をしている	女性が化粧をしている	女の子は顔に化粧をしている	neutral	3.5	neutral	neutral	neutral	entailment	4.3	4.0	4.0	5.0	文Ａが不自然。助詞が抜けている。女の子が女性といえる年齢かわからないため中立を選択。	文Aが不自然	文Aが不自然
2880_ni_d	ni	d	男性機械の雄牛乗っている	男性は機械の雄牛に乗っている	男性が機械の雄牛に乗っている	entailment	4.5	entailment	entailment	neutral	entailment	4.3	4.0	4.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3149_de_c	de	c	男性でサッカーボールが芸をしている	男性がサッカーボールでいくつかの芸をしている	男性がサッカーボールで芸をしている	entailment	4	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9404_de_o	de	o	プラスチック製のおもちゃで草地の上にいる二匹の犬が遊んでいる	芝生の上にいる二匹の犬がプラスチック製のおもちゃで遊んでいる	草地の上にいる二匹の犬がプラスチック製のおもちゃで遊んでいる	neutral	3.7	neutral	neutral	neutral	neutral	4.0	4.0	4.0	4.0	芝生とは限らないため中立を選択。		
8353_ni_o	ni	o	赤い部屋にある丸いテーブルの席に人々がついている	人々が赤い部屋にある四角いテーブルの席についている	人々が赤い部屋にある丸いテーブルの席についている	neutral	3.3	neutral	neutral	neutral	contradiction	3.7	4.0	3.0	4.0			
314_ni_o	ni	o	門のところに制服を着た子供たちのグループが立っていて、母親にキスしている子供は一人もいない	制服を着た子供たちのグループが門のところに立っていて、一人が母親にキスしている	制服を着た子供たちのグループが門のところに立っていて、母親にキスしている子供は一人もいない	contradiction	3.3	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0		文Aが不自然	
8694_wo_d	wo	d	三人の児童丘走り上がっている	三人の児童が草の多い山腹を走り下りている	三人の児童が丘を走り上がっている	neutral	2.3	neutral	neutral	neutral	contradiction	2.3	3.0	2.0	2.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
7261_de_o	de	o	マウンテンバイクで男性は後輪走行をしている	一つの車輪だけで走っている自転車に乗った男性は一人もいない	男性はマウンテンバイクで後輪走行をしている	contradiction	2.7	contradiction	contradiction	neutral	contradiction	2.3	3.0	2.0	2.0			
36_de_c	de	c	ジャージを着た男性でバスケットボールの試合がボールをダンクしている	その選手はバスケットを外し、群衆が後ろの方にいる	ジャージを着た男性がバスケットボールの試合でボールをダンクしている	neutral	2.7	neutral	neutral	neutral	neutral	2.0	2.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然　文Bが不自然
6926_de_d	de	d	スノーボーダー雪のマウンドの上宙返りをしている	スノーボーダーが雪のマウンドの上で宙返りをしている	スノーボーダーは雪のマウンドの上で宙返りをしている	entailment	5	entailment	entailment	neutral	entailment	4.3	4.0	4.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8522_de_c	de	c	五人の人で道路のそばの緑の野原が三匹の犬と一緒に立っている	五人の人が三匹の犬と一緒に草地に立っている	五人の人が道路のそばの緑の野原で三匹の犬と一緒に立っている	entailment	3.7	neutral	neutral	neutral	neutral	3.7	4.0	4.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
5709_wo_o	wo	o	ショットガンを男性が発砲している	男性が武器を撃っている	男性がショットガンを発砲している	entailment	4.3	entailment	entailment	entailment	entailment	4.0	4.0	4.0	4.0			
8279_de_o	de	o	外で二匹の犬が遊んでいる	二匹の茶色と白の犬が木の前にある草で覆われたエリアで喧嘩をしている	二匹の犬が外で遊んでいる	neutral	2.3	neutral	neutral	neutral	neutral	2.3	2.0	2.0	3.0			
3877_de_d	de	d	男性部屋の天井板の上ダンスをしている	男性が床の上でダラダラと過ごしている	男性が部屋の天井板の上でダンスをしている	neutral	2.5	neutral	neutral	neutral	neutral	2.0	1.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4144_de_c	de	c	何人かの子供でトランポリンの上がジャンプしている	男性がトランポリンの上でバク転をしている	何人かの子供がトランポリンの上でジャンプしている	neutral	2.5	neutral	neutral	neutral	neutral	2.7	4.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
4830_wo_o	wo	o	ジャガイモを男性が薄切りにしている	男性がジャガイモを細かく薄切りにしている	男性がジャガイモを薄切りにしている	neutral	4.3	entailment	entailment	neutral	entailment	4.3	4.0	4.0	5.0			
8565_ni_o	ni	o	緑色のジープの外側に帽子をかぶった男性が立っている	男性が黒い自動車の隣にあるダートヒルの上に立っている	帽子をかぶった男性が緑色のジープの外側に立っている	neutral	2.3	neutral	neutral	neutral	neutral	2.0	3.0	2.0	1.0			
8402_de_d	de	d	あるバンドの頭の禿げた男性スポットライトの中ギターを弾いている	ドラマーの隣でギターを弾いている男性は一人もいない	あるバンドの頭の禿げた男性がスポットライトの中でギターを弾いている	neutral	1.7	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8391_wo_o	wo	o	遠方を女性が見つめていて、人々が後ろにあるビルの間を歩いている	男性が遠方を見つめていて、人々が後ろにあるビルの間を歩いている	女性が遠方を見つめていて、人々が後ろにあるビルの間を歩いている	neutral	3.7	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0			
2603_ni_o	ni	o	その犬に猿がブラシをかけている	その犬にブラシをかけている猿は一匹もいない	猿がその犬にブラシをかけている	contradiction	4	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0			
5451_wo_c	wo	c	女性を魚が油で炒めている	魚を調理している女性は一人もいない	女性が魚を油で炒めている	contradiction	3.3	neutral	neutral	neutral	neutral	2.3	3.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
4999_de_c	de	c	大きな猫でプラスチックが作られた引き出しを足で開けていて、中に跳び込んでいる	大きな猫がプラスチック製の引き出しを足で開けていて、中に跳び込んでいる	大きな猫がプラスチックで作られた引き出しを足で開けていて、中に跳び込んでいる	entailment	5	neutral	neutral	neutral	neutral	4.0	5.0	3.0	4.0	文Ａの助詞が不自然。文Ａの主語がわからないため中立を選択。	文Aが不自然	文Aが不自然
9404_de_d	de	d	草地の上にいる二匹の犬プラスチック製のおもちゃ遊んでいる	芝生の上にいる二匹の犬がプラスチック製のおもちゃで遊んでいる	草地の上にいる二匹の犬がプラスチック製のおもちゃで遊んでいる	neutral	3.7	neutral	neutral	neutral	neutral	4.3	5.0	4.0	4.0	文Ａが不自然。助詞が抜けている。芝生とは限らないため中立を選択。	文Aが不自然	文Aが不自然
8397_de_d	de	d	あるバンドの頭の禿げた男性スポットライトの中ギターを弾いている	あるバンドの頭の禿げた男性がスポットライトの中で楽器を演奏している	あるバンドの頭の禿げた男性がスポットライトの中でギターを弾いている	entailment	4	entailment	entailment	neutral	entailment	4.3	5.0	4.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4868_wo_o	wo	o	運動を女性がしている	男性がダンスをしている	女性が運動をしている	neutral	2.3	neutral	neutral	neutral	neutral	1.7	1.0	1.0	3.0			
4907_wo_d	wo	d	猫寄せ木細工の床の上歩いている	猫が堅木張りの床の上を歩いている	猫が寄せ木細工の床の上を歩いている	neutral	4	neutral	neutral	neutral	neutral	3.3	5.0	2.0	3.0	文Ａが不自然。助詞が抜けている。寄木の木材が堅木とは限らない可能性を考え中立を選択。	文Aが不自然	文Aが不自然
6167_wo_c	wo	c	水着を着た男の子と女の子を腕用の浮輪が着けている	男の子と女の子は遊んでいて、腕浮輪を着けている	水着を着た男の子と女の子が腕用の浮輪を着けている	neutral	3.3	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8164_ni_d	ni	d	二人の人がジープを運転していて、一人の婦人その上座っている	二人の人がボートを運転していて、一人の婦人がその上に座っている	二人の人がジープを運転していて、一人の婦人がその上に座っている	neutral	3	neutral	neutral	neutral	contradiction	3.0	4.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
5998_ni_c	ni	c	金色の毛をした犬に水の中がいる	茶色の犬が水の中で立っている	金色の毛をした犬が水の中にいる	neutral	3.3	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8652_ni_d	ni	d	あるグループの人々品評会のスタンド集まっている	人々のグループが品評会のスタンドにスタンドに集まっていない	あるグループの人々が品評会のスタンドに集まっている	contradiction	3	contradiction	contradiction	neutral	contradiction	3.0	3.0	2.0	4.0	文Ａが不自然。助詞が抜けている。文B「スタンド」重複。	文AとBが不自然	文Aが不自然
193_ni_c	ni	c	誰かに黒と白のオートバイが乗り、シートの上で立ち上がっている	ライダーが黒と白のバイクに乗り、シートの上で立ち上がっている	誰かが黒と白のオートバイに乗り、シートの上で立ち上がっている	entailment	4.3	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
1267_de_o	de	o	ステージでバンドが演奏していない	バンドがステージ上で楽器を弾いている	バンドがステージで演奏していない	neutral	3.5	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0			
2618_wo_o	wo	o	タマネギを女性は投げ捨てている	女性がタマネギを切っている	女性はタマネギを投げ捨てている	neutral	2.5	neutral	neutral	neutral	contradiction	2.7	3.0	2.0	3.0			
9120_de_d	de	d	二人の小さな男の子緑の草地サッカーボールで外で遊んでいる	二人の子供が公園でサッカーをしている	二人の小さな男の子が緑の草地でサッカーボールで外で遊んでいる	neutral	3.3	neutral	neutral	neutral	neutral	3.3	3.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
6494_ni_c	ni	c	女性がスノーボードで斜面を滑り降りていて、別の女性に彼女の後ろが立っている	ブロンドの男の子がスケートボードに乗って砂丘を滑り降りている	女性がスノーボードで斜面を滑り降りていて、別の女性が彼女の後ろに立っている	neutral	2.7	neutral	neutral	neutral	neutral	2.0	2.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9626_wo_c	wo	c	男性を青いシャツが着ていて、テニスコートの上を裸足で歩いている	パジャマを着た裸足の男性が星に目を向けていて、テニスコートの上を歩いている	男性が青いシャツを着ていて、テニスコートの上を裸足で歩いている	neutral	3.3	neutral	neutral	neutral	neutral	2.0	2.0	1.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
3792_de_d	de	d	女性野菜用のブラシズッキーニをゴシゴシとこすっている	女性が野菜用ブラシでズッキーニをゴシゴシとこすっている	女性が野菜用のブラシでズッキーニをゴシゴシとこすっている	entailment	5	entailment	entailment	neutral	entailment	4.3	5.0	3.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
9705_de_c	de	c	大きな枝を持った黒と白の犬で野原が走っている	大きな枝を持った黒と白の犬が草地で走っている	大きな枝を持った黒と白の犬が野原で走っている	entailment	4.7	neutral	neutral	neutral	neutral	4.0	5.0	3.0	4.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
8554_de_c	de	c	灰色の毛の柔らかな犬で草地が横たわっていて、茶色の犬が見つめている	茶色の犬は乾いた野原で横たわっている黒い犬を見つけている	灰色の毛の柔らかな犬が草地で横たわっていて、茶色の犬が見つめている	neutral	2.7	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
1367_de_c	de	c	男性で公園がキーボードを弾いている	男性がキーボードを弾いている	男性が公園でキーボードを弾いている	entailment	4	neutral	neutral	neutral	neutral	3.3	4.0	3.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
155_wo_d	wo	d	鹿囲い跳び越えている	鹿がフェンスを跳び越えている	鹿が囲いを跳び越えている	entailment	4.3	neutral	neutral	neutral	neutral	3.7	4.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8754_ni_c	ni	c	何人かの人々に一列がなって橋を渡っている	四人の人が水域の上に架かる橋の上を歩いている	何人かの人々が一列になって橋を渡っている	neutral	3.3	neutral	neutral	neutral	neutral	2.3	3.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9399_wo_d	wo	d	モデル紫色のシャツと黒革のチャップス着ていて、カメラに向かってポーズをとっている	革のチャップスと紫色のシャツを着ている男性は何人かの見物人の前に立っている	モデルが紫色のシャツと黒革のチャップスを着ていて、カメラに向かってポーズをとっている	neutral	3	neutral	neutral	neutral	neutral	3.0	4.0	3.0	2.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
7443_ni_o	ni	o	公園に幼少の子供が設置されたブランコに乗って興奮を示している	幼少の子供が公園に設置されたブランコに乗って退屈を示している	幼少の子供が公園に設置されたブランコに乗って興奮を示している	contradiction	3.3	contradiction	contradiction	neutral	contradiction	3.7	4.0	3.0	4.0	文Ａの語順が不自然。	文Aが不自然	
7748_wo_o	wo	o	急勾配の丘を大きな犬がよじ登っている	大きな犬が急勾配の丘を降りている	大きな犬が急勾配の丘をよじ登っている	contradiction	3.3	neutral	neutral	neutral	contradiction	3.3	4.0	2.0	4.0			
1726_ni_o	ni	o	その女性にその象は乗られている	その象はその女性に乗られていない	その象はその女性に乗られている	contradiction	4	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0			
118_ni_c	ni	c	五人の子供たちに木造小屋の前が立っている	五人の子供たちが木で作られた小屋の前に立っている	五人の子供たちが木造小屋の前に立っている	entailment	5	neutral	neutral	neutral	neutral	3.0	4.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
2975_de_o	de	o	そのフィールドで様々なチームがフットボールをしている	様々なチームがフィールドでフットボールをしている	様々なチームがそのフィールドでフットボールをしている	entailment	4.5	entailment	entailment	entailment	entailment	4.3	4.0	4.0	5.0			
74_wo_c	wo	c	小さな女の子をコスチュームを着た女性が見ている	幼い女の子がコスチュームを着た女性を見ている	小さな女の子がコスチュームを着た女性を見ている	entailment	4.7	neutral	neutral	neutral	neutral	3.3	4.0	2.0	4.0			
1744_wo_o	wo	o	電子レンジのボタンを男性が押している	電子レンジのボタンを押している男性は一人もいない	男性が電子レンジのボタンを押している	contradiction	4	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0			
3815_ni_c	ni	c	トウガラシに女性がナイフで薄切りにされている	ナイフを持った女性はトウガラシを薄切りにしている	トウガラシが女性にナイフで薄切りにされている	entailment	4.5	neutral	neutral	neutral	contradiction	2.3	3.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
7195_ni_d	ni	d	男性歩道立っている	男性が歩道に立っている	男性は歩道に立っている	entailment	5	entailment	entailment	neutral	entailment	4.0	4.0	3.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8661_de_o	de	o	街路でローラーブレーダーのグループが一列に並んでいる	ローラーブレーダーのグループが街路で散らばっている	ローラーブレーダーのグループが街路で一列に並んでいる	contradiction	3.3	contradiction	contradiction	neutral	contradiction	3.7	3.0	4.0	4.0			
5662_ni_o	ni	o	その猫にボトルが舐められている	猫はボトルを舐めている	ボトルがその猫に舐められている	entailment	4.3	entailment	entailment	entailment	entailment	4.7	4.0	5.0	5.0		文Aが不自然	
3323_wo_d	wo	d	女性パン粉のついたポークチョップ油で炒めている	女性がパン粉をつけられたポークチョップを調理している	女性はパン粉のついたポークチョップを油で炒めている	entailment	3	entailment	entailment	neutral	entailment	3.7	3.0	4.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
6461_de_d	de	d	二人の男性海岸オレンジ色のいかだに乗っている	二人の男性が海岸でオレンジ色の服を着たライダーの近くでいかだに乗っている	二人の男性が海岸でオレンジ色のいかだに乗っている	neutral	3.3	neutral	neutral	neutral	neutral	3.3	3.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
726_ni_o	ni	o	カメラを持った男性にその被写体は観察されている	カメラを持った男性がその被写体を観察している	その被写体はカメラを持った男性に観察されている	entailment	5	entailment	entailment	entailment	entailment	5.0	5.0	5.0	5.0			
9116_de_d	de	d	二人の子供公園サッカーをしている	子供たちが緑の草地でサッカーボールで外で遊んでいる	二人の子供が公園でサッカーをしている	neutral	3	neutral	neutral	neutral	neutral	3.3	4.0	3.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
1603_ni_d	ni	d	男性速記用使われる機械でタイプしている	男性は操作する速記タイプライターを必要としている	男性が速記用に使われる機械でタイプしている	neutral	3	neutral	entailment	neutral	neutral	2.3	3.0	2.0	2.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4374_wo_c	wo	c	ある人をピアノが弾いている	ピアノを弾いている人は一人もいない	ある人がピアノを弾いている	contradiction	4	neutral	contradiction	neutral	neutral	2.3	3.0	2.0	2.0		文Aが不自然	文Aが不自然
6391_ni_o	ni	o	浅い池の中に滝が流れ込んでいる	その人々は美しい滝のそばの道路を歩いていない	滝が浅い池の中に流れ込んでいる	neutral	1	neutral	neutral	neutral	neutral	1.7	2.0	2.0	1.0		文Aが不自然	
168_wo_o	wo	o	野球のボールを子供が打っている	子供が野球のボールを打ちそこなっている	子供が野球のボールを打っている	contradiction	3.3	contradiction	contradiction	neutral	contradiction	3.7	3.0	4.0	4.0			
181_de_o	de	o	紫色の照明のある混雑したレストランの赤いテーブルで様々な人々が食事をしている	様々な客が紫色の照明のある混雑したレストランで食事をしている	様々な人々が紫色の照明のある混雑したレストランの赤いテーブルで食事をしている	entailment	4	entailment	entailment	neutral	entailment	4.0	4.0	4.0	4.0			
4204_wo_o	wo	o	一片のパンをある人が薄切りにしている	誰も一片のパンを薄切りにしていない	ある人が一片のパンを薄切りにしている	contradiction	4	contradiction	contradiction	contradiction	contradiction	3.7	3.0	4.0	4.0			
8485_ni_o	ni	o	石造りのピラミッドにbmx自転車に乗っている若い男性が跳び乗っている	自転車乗りがピラミッド形状の斜面に跳び乗っている	bmx自転車に乗っている若い男性が石造りのピラミッドに跳び乗っている	neutral	3.7	neutral	neutral	neutral	neutral	3.3	4.0	3.0	3.0			
5915_ni_d	ni	d	ある人馬乗っている	ある人がオートバイに乗っている	ある人が馬に乗っている	neutral	3.7	neutral	neutral	neutral	contradiction	2.7	3.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3578_wo_d	wo	d	男性そのギター弾いていない	男性はギターを弾いている	男性はそのギターを弾いていない	contradiction	4	contradiction	contradiction	neutral	contradiction	4.0	4.0	4.0	4.0		文Aが不自然	文Aが不自然
2537_wo_c	wo	c	ある人をトマトが薄切りにしている	ある人がトマトを切っている	ある人がトマトを薄切りにしている	entailment	4	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9954_wo_o	wo	o	ベッドをある人が整えている	誰かがトマトを切っている	ある人がベッドを整えている	neutral	1	neutral	neutral	neutral	contradiction	1.0	1.0	1.0	1.0			
2895_wo_c	wo	c	男性を重いものが上げていない	男性はバーベルを上げている	男性は重いものを上げていない	neutral	3	neutral	neutral	neutral	contradiction	2.0	2.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	
6976_de_c	de	c	赤いユニフォームを着た男性でダートバイクのレースがジャンプをしている	男性がモトクロスのレースに参加している	赤いユニフォームを着た男性がダートバイクのレースでジャンプをしている	neutral	2.7	neutral	neutral	neutral	neutral	1.7	2.0	2.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
478_wo_d	wo	d	子供水鉄砲持っている	水鉄砲を持っているか、または水を吹きかけられている子供は一人もいない	子供が水鉄砲を持っている	contradiction	3	contradiction	contradiction	neutral	contradiction	2.3	2.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
8912_wo_c	wo	c	カップルを路上案内が見ている	カップルが地図を見ている	カップルが路上案内を見ている	entailment	3.7	neutral	neutral	neutral	neutral	2.7	4.0	2.0	2.0	文Ａの助詞が不自然。	文Aが不自然	
2605_ni_c	ni	c	猿にブルドッグがブラシをかけている	猿はブルドッグにブラシをかけていない	猿はブルドッグにブラシをかけている	contradiction	4	neutral	neutral	neutral	contradiction	3.3	4.0	2.0	4.0			
6850_de_o	de	o	街路で二人の幼少の子供がぶらぶら遊んでいる	父親が娘を押してゴーカートに乗せていて、別の女の子が見ている	二人の幼少の子供が街路でぶらぶら遊んでいる	neutral	1	neutral	neutral	neutral	neutral	2.0	2.0	2.0	2.0			
2507_de_o	de	o	ケージの中で女性がダンスをしている	ケージの中でダンスをしている女性は一人もいない	女性がケージの中でダンスをしている	contradiction	4	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0			
9511_ni_c	ni	c	茶色の子犬に地面が差し込まれている金属製の柱をかじっている	茶色の子犬が柱に噛みついている	茶色の子犬が地面に差し込まれている金属製の柱をかじっている	entailment	3	neutral	neutral	neutral	neutral	3.3	4.0	3.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
9969_wo_c	wo	c	男性をハープが弾いている	男性が電子レンジのボタンの方へ押されている	男性がハープを弾いている	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
3119_ni_d	ni	d	女性まぶた化粧品を塗っている	女性がまぶたから化粧品を取り除いている	女性がまぶたに化粧品を塗っている	contradiction	2.5	contradiction	contradiction	neutral	contradiction	3.0	3.0	2.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3035_de_d	de	d	その子犬プラスチックの容器遊んでいる	その子犬はプラスチックで作られた容器で遊んでいる	その子犬はプラスチックの容器で遊んでいる	entailment	5	neutral	entailment	neutral	neutral	3.7	4.0	3.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
3946_de_d	de	d	誰リングの中拳での殴り合いをしていない	二人の男性がリングの中で拳での殴り合いをしている	誰もリングの中で拳での殴り合いをしていない	contradiction	4	neutral	contradiction	neutral	neutral	2.7	3.0	2.0	3.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
7994_ni_c	ni	c	男の子たちは水着を着ていて、水に周りが飛び散っている	子供たちは水着を着ていて、水が周りに飛び散っている	男の子たちは水着を着ていて、水が周りに飛び散っている	entailment	4	neutral	neutral	neutral	neutral	3.7	5.0	2.0	4.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
4175_wo_c	wo	c	女性をナスが薄切りにしている	ナスを薄切りにしている女性は一人もいない	女性がナスを薄切りにしている	contradiction	4	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
664_wo_o	wo	o	屋内にあるロッククライミングウォールを幼い児童が登っている	幼い男の子が岩でできた壁を登っている	幼い児童が屋内にあるロッククライミングウォールを登っている	neutral	4	neutral	neutral	neutral	neutral	3.7	4.0	3.0	4.0			
8933_ni_d	ni	d	二人の男の人崖っぷち立っていて、一人が水の中に跳び込んでいる	二人の男の人が崖っぷちに立っていて、どちらも水の中に跳び込んでいない	二人の男の人が崖っぷちに立っていて、一人が水の中に跳び込んでいる	contradiction	3	contradiction	contradiction	contradiction	contradiction	4.0	4.0	4.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
5837_ni_d	ni	d	オートバイ男性乗られている	男性が崖からダイビングしている	オートバイが男性に乗られている	neutral	1.3	neutral	contradiction	neutral	neutral	1.0	1.0	1.0	1.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
2950_de_d	de	d	女性ペンシルアイシャドウを塗っている	女性がまぶたに化粧品をつけている	女性がペンシルでアイシャドウを塗っている	neutral	3.5	entailment	entailment	neutral	entailment	3.0	3.0	2.0	4.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4400_ni_d	ni	d	紙皿その男性切られている	男性は紙皿を切っている	紙皿がその男性に切られている	entailment	5	entailment	entailment	neutral	entailment	3.7	4.0	2.0	5.0	文Ａが不自然。助詞が抜けている。	文Aが不自然	文Aが不自然
4995_wo_c	wo	c	ある人をバナナの皮がむいていない	男性が電子メールを読んでいる	ある人がバナナの皮をむいていない	neutral	1	neutral	neutral	neutral	neutral	1.0	1.0	1.0	1.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
7631_ni_c	ni	c	赤いジャケットを着た男性に海のそばのいくつかの岩の上にある黄色のカヤックの隣が立っている	男性が後ろに水があるいくつかの岩の上の黄色のカヌーのそばで胸を露わにして立っている	赤いジャケットを着た男性が海のそばのいくつかの岩の上にある黄色のカヤックの隣に立っている	neutral	3.3	neutral	neutral	neutral	neutral	2.7	3.0	2.0	3.0	文Ａの助詞が不自然。	文Aが不自然	文Aが不自然
7017_de_o	de	o	プレイングハウスの中で二人の女の子がジャンプしている	二人の女の子がジャンパーハウスの中で遊んでいる	二人の女の子がプレイングハウスの中でジャンプしている	neutral	3.7	neutral	neutral	neutral	neutral	3.3	4.0	3.0	3.0		文Aが不自然	
